date,flightNumber,departureCity,arrivalCity,seats
2020/5/20,CZ5062,杭州,北京,"111101011100011011100101000111011010010000010000011001001000010100110101010101011111000110110101111110100101100011000111011100011010111000000110000111	"
2020/5/20,MF8149,杭州,北京,"111010111110000011001110100011110110001010001110110111110111010111111110000011011110000001111101010000111010011001001010111100001110000001000010101111	"
2020/5/20,JD5870,合肥,北京,"110011100000011011001110100100111111001101111000000011100011101000111100011001100111101011101000111110110111000110100110011010010111100100011010111101	"
2020/5/20,KN5822,怀化,北京,"101111011010111110001000101100110111100110011100010111101011101111111110111000001001101111100011010101100011110000101110000001010000001000010001101011	"
2020/5/20,KN5616,惠州,北京,"101010101011100110001001111001000000010101110110010101110101110100001011110000001100100100011110000111100111001101110111000011001101000110101111010000	"
2020/5/20,KN5887,惠州,北京,"111101001100110110110011001100110011010011000110011110111011000011101110000011101110001111011110100111101100011010011100100110010001111100101001111000	"
2020/5/20,JD5316,鸡西,北京,"110010101000101000111010010011001100011111001000101011011101010110110110110000100011000001000111110000001010010011100010001111111110100110101000110111	"
2020/5/20,MF8212,嘉峪关,北京,"101001001100001101001001001110001100010011010011100001001000001010001001111011111001011111110011000111000110000101000100011110111001101101001110010101	"
2020/5/20,KN5652,金昌,北京,"110011100101101001011110111001101001101100110010110111010010110000101001010111010101011111110001001011110100010011010000011000001010110011100101110101	"
2020/5/20,KN5968,晋江,北京,"100010110100011101111101111001100011101101111000010000101010100011011100101110111000001010000011000001001111100110101100000100000011111101010010010101	"
2020/5/20,CZ5046,晋江,北京,"101011110000010110011101101001111111111001011001110110011000100000000110000111100011010011100101101011100110011110100010111000001000001011000111011001	"
2020/5/20,MF8113,晋江,北京,"100100111011101100111111101000110011110001001101001101000011101001100011000101011000010110000000000101011011000101111001110011010000111001100011111110	"
2020/5/20,CZ6160,昆明,北京,"100101100010110110010101000100110111001001111110100010010100101011011000000101000110001111010000101101111001000011010000110010110011101011011000100101010011010101001111001100101100001111100001111000100010001010000111010101100101011001001110	"
2020/5/20,KN5256,昆明,北京,"111011000011000011000110110111011001111100100101110111100000010011001101100011010100110000001110100111001000110001001000110010110101010100011100011000	"
2020/5/20,MU9707,昆明,北京,"111010111000000100010111111000100101100101111111100011001100111110110110110111001110110010001001110011000100111111010001101001001100101001101100010110	"
2020/5/20,NS8026,兰州,北京,"110100001001110111100010011100011010110010011100111111000101010101001010011101010110101110100101011011101000101100110100100111011000111010000001110100	"
2020/5/20,MF7192,兰州,北京,"111010001000011101010111110001000001011001110011110111011000000011110001110100100101100000100111111110100101011101001000100010111011111001110110011001	"
2020/5/20,KN5906,连云港,北京,"101001010000110010100000100101001111111001001000001101110001110001100101000010010110101010011011100001111001011111110101011101010010100101111000011110	"
2020/5/20,MU5696,洛阳,北京,"101010111010111011010100000111100010001010001100001001010000110011101010111011000110111110100111010110011000111000010011000011100011100001100100011111	"
2020/5/20,KN5918,龙岩,北京,"101111110010110111100001111010101010101001011101000001001010110111010000000000010100001111010100011010111000111100000101011010100101101100101110011110	"
2020/5/20,JD5596,梅州,北京,"101110101010100111011010010111000011011010001101001111100000011100010111000101111100001010010001000001111111100010011001010000111001000001001110110000	"
2020/5/20,JD5768,南昌,北京,"101000110001110111110000011110000001011010100011111111110101101001110111001100101111101111010011100001110111101011010001000101101110001011010000010011	"
2020/5/20,NS8008,南昌,北京,"110011011010111111100110101100110101110111000001001111010111110100001101001111100100011011011010110101000101011101001110001110100100001010100000011011	"
2020/5/20,MF7174,南昌,北京,"111111001100001001111010011100111111001010011101100101011100110100111010000001100111111110000100001010100010101111011110011111010001000110011101010100	"
2020/5/20,CZ6945,南充,北京,"101100101001000100001000110000110111010000001000111001001111000100000100101011110010011100011000000011001101101111110101010001000010101001000100110101	"
2020/5/20,CZ3277,南宁,北京,"110001000011101000000111001111011101110111101101010110111011010101110000111100110111110010100011001001000110111011000110011111101010011101011001001010	"
2020/5/20,DZ6201,南通,北京,"100000100010011100100101100011001011011010010000011111010110100000110001001110100111011110101011110010010000000110111110101001110001100100101111101000	"
2020/5/20,NS8006,南通,北京,"110111101010000011110011101100010001100110001111010110111010010101100111011100000101010010010100011011101001111010000111001010000000100001110001100110	"
2020/5/20,MF7172,南通,北京,"100010101111010001011101011100111010011110100000000101011100011110000010011000000010100101001111101101110101110100110000000101101100101110101111011010	"
2020/5/20,KN5760,南阳,北京,"111100010101000101100111101111100111101001110011111011000011001011001011000011111110001110110101101101000100110010111000010110101111100000111010010100	"
2020/5/20,KN5992,宁波,北京,"101101010011000111000110011011001001100111110000000101000011110001111010111111110011100010110010110010011100111001000010010011000011010011011111100111	"
2020/5/20,NS8028,宁波,北京,"111010000000111001110101101110111101101001101000100000001001111011001100101000101100101010010010101100010101011101100010100011101110001001010000010110	"
2020/5/20,MF7194,宁波,北京,"100011000101100100101101110100111110100001100000001111110111111000110100110000111100101010110101101000100010110010101001011111111100001101010001111010	"
2020/5/20,KN2268,齐齐哈尔,北京,"110110111001011000001010011001011110100110101000111100110000011101011111101001111011001110111110100101100011110110100110000100000011011100100101010101	"
2020/5/20,KN5932,衢州,北京,"101001100100101001100101011011000111110010010110010010100010110101101010110111101110001000101110101011001010100111000010000110010001101101100010000000	"
2020/5/20,KN5856,日照,北京,"111110001111110001111111000110011110100001100011010001100010001111100000001001111111010000011101111101011000011011001101010100110101111001001100100010	"
2020/5/20,JD5870,三亚,北京,"100111010101100111010000011000001111000111100001000011000101100010000110010100100111001000100110111100111111011010100011000101001000000101100001011110	"
2020/5/20,JD5578,三亚,北京,"110010101001111001100111100010010000110000101111111110011110001010110011111000111111110101111111011101011101100010001011111001110000101010000010101110	"
2020/5/20,NS8012,三亚,北京,"111110011001011000011111010011110100001101000100000000100110011101010000100111111010000010000101111110000110100100100001101110011001100001010100010010	"
2020/5/20,MF7178,三亚,北京,"100001010101001110100111001010100000110101101100101100110001010101000101001110101100110001110110000111000100101001100011100110100010101010111100011000	"
2020/5/20,MF8394,三亚,北京,"101101001000001111001001110111101011000000100100110001011000000111011010110011111000110000000000100111010010010110111110011001001101111101111010001001	"
2020/5/20,CZ5871,三亚,北京,"100100100001100010000110010101001011001101111001110101110101001100101010101011110001101101101111011010111010010110011011101100100100010000101010001111	"
2020/5/20,CZ6715,三亚,北京,"111001000010010010010001111100111011010010010111110011010101111011000111100000111111100110010001100010011101010110110000100110100110001101001110010000111010011111001111000011110010010010000110000000001111101010001011000000001001111001000101	"
2020/5/20,KN5928,厦门,北京,"110101111011000100101101100100001010101101100110001000110111010010110100101001100100011111101001010011111101001100000110100010011011110010110001010100	"
2020/5/20,MF8127,厦门,北京,"100011111011000001111100010001100001001101101111110111011011111101110011010100001010101000111011011000111110000100000101110100010101010011001111000101	"
2020/5/20,MF8101,厦门,北京,"111110100100010010100110010100100010000000010000010101011110110101110110011010000010000100110100000001000010011110000110101010101101000010110011101100	"
2020/5/20,CZ5897,厦门,北京,"110110010010001000001000010110100110100111011111111001010101110000010100110011111010110100110000001110001100000011100110100101001010111010011111110110	"
2020/5/20,CZ5036,厦门,北京,"111110000101111100111011011010001110100111000011000111111010000011010001110010100111100001110011000011001111110110100101001011010001001111010111111111100111011000100001110100001111111100110001001010000000100000100000110111010000011111111001	"
2020/5/20,KN5956,上海,北京,"111001001111111101011111011100000000110100101000101010000010111001110001010100011001110110011011011001011000000001111101100111001100101100101100100010	"
2020/5/20,KN5978,上海,北京,"111101000010110011101110110010000100110111010101100111011101110110000000011011101111010010011001110001101110101001111000110010001101111110100001001010	"
2020/5/20,KN5738,上海,北京,"101011001111111000101111100001110000101101100100000010011010111101111010110010111101010101011000100101011111001010101000101000110010101101001110100010	"
2020/5/20,CZ3908,上海,北京,"100101011110111000110110111110011001111101111111011111011111000011100100110111110101001010000011001100101001000011011111010010001110011010001010011111	"
2020/5/20,CZ8888,上海,北京,"110010110000010110010010110111110001010001011111111000101000011011110100110010011101001101011101100101101001011000001001000100111100010111110100000001001000101011111010011110001101011101000000100001110100001011100000010010001000011101001110	"
2020/5/20,HO1251,上海,北京,"101100101111110011011101001011101010110011000110010001011101100000000100001110111110101110010101101111110000011110000100111100010111001010101111001001	"
2020/5/20,MF8177,上海,北京,"110001000011001110110100111000000011001111001010011001011110111010010111010110100001110010010110100010011110110111001111111100110110001010100010001110	"
2020/5/20,CZ5078,上海,北京,"111011110011010001111101101010110110010111010010001111001011110011101001000111100001000111000111001011111111001110000101111110010101010011100101100010	"
2020/5/20,KN5856,深圳,北京,"110110110001100011100001111011110011111111001110011111100010000110000000101100100101000011101110111010100111101010000101110110011101110110110100010100	"
2020/5/20,KN5912,深圳,北京,"111010111011000010101001111011111111100001100111101101111110100010011010111011110000000100101000110110011001001100101111100110001000111010000101111011	"
2020/5/20,CZ5058,深圳,北京,"111110010010010110101010110110010111111100010111010011001000010000111110010000010001011010101000010011100101011010101111100000001100111111000001101100	"
2020/5/20,MF8141,深圳,北京,"101001110000110111100011011011111010010000010100000101001110000110111100000101110110000001001010111111001100001000100011101001010000100111000101000110	"
2020/5/20,KN5868,深圳,北京,"101100010000000110110000011011010000111001000001000001110010110100111011110011010100011001101011001010110110110010000001010011100101011101011011111101	"
2020/5/20,MU9628,深圳,北京,"100101111100110000110011111011001011011100111010101111011100100000000000111011101111101110111101011100000000000111110101100110010011001101110000110000	"
2020/5/20,NS8010,扬州,北京,"110001011101110001010000010110000001010100001110111101110101001011010010111110101101011100110101011011110111010111111011100010110010010100000111101011	"
2020/5/20,MF7176,扬州,北京,"110111001011100100000010100100100000110000111001100000000111001111110001000100001001111011000011010111011000011011000010110011000011101001001110100000	"
2020/5/20,KN2918,通辽,北京,"101110111000101111100111010001001011010010110110001010110100001010001011011010010101001111000111000000001101001111010100101010000001110101100100110101	"
2020/5/20,CZ3993,铜仁,北京,"100000000010010001110111101001101000011111101001100010111110111011001111100010001000011110011001001010001100011101111111100110000010100001100101111101	"
2020/5/20,KN2226,威海,北京,"101000000100110001000110000101101110011100110110011001110100011001001101100100001110000010101101010111010001011111110111010111111100011111000011110101	"
2020/5/20,KN5958,温州,北京,"111001010000111111100100111111011111100010110011100001011000100110100001011010010000110111010000111110100001000101100110010010100101111110000010101011	"
2020/5/20,KN2976,乌兰浩特,北京,"100110000101010011110100000111111101001011110111010010110100110100100001000101011101011101110011000100101010111100111011111101101010000000011011000101	"
2020/5/20,KN2957,乌兰浩特,北京,"110111001011000100000011101100101111001001011001001001111011100111001010000111101001110011000111111111111010000111001000101111011100100111010001001010	"
2020/5/20,KN5732,梧州,北京,"101111110111110011101000110010000101111000010100011010010101011010101110001001101101001101101110011010110110010110100011010100110110000111010110100110	"
2020/5/20,NS8032,西安,北京,"111101010000011100110100010111000111110011111111110101101111100000011100101111011010001011001100011101001100000011011000110001000000000100110010111100	"
2020/5/20,MF7198,西安,北京,"110101101111010010111011011111011101001100000001111010001010110001010010010101000001011100011101110011010111110011100101101011100000010000100110111110	"
2020/5/20,CZ8824,西安,北京,"100000001110011101011100000010000001010010010111100010011001000101110110101111000100100110000110011111001110000110010011110101101001011000000101011110	"
2020/5/20,MF8202,西宁,北京,"111010000111001111010111100000010110010010011000011110000001110001101001111101011101000110001101011101011001100010100110000010011001100011010100000011	"
2020/5/20,CZ5112,西宁,北京,"101010101010011111110000001101000111101110011100111100010001010100000010110101111110111101100010010001000010000011001101000001111010010011101010001110	"
2020/5/20,KN2966,锡林浩特,北京,"101100000110110111011100010100010111110000011110110111010001010111010100110111100010001110110110111100010001001110101001011011001101100011101000010110	"
2020/5/20,KN5970,烟台,北京,"110001000000000100111000100011000010111001111101111001110101100011010100010010111110111101011010000110110011101001011100100111111100010001001100000111	"
2020/5/20,KN5520,伊春,北京,"100110111100100010010010001000100110100111001011100001101010111001111111110100000010010111110011111100010101000011111100010101011011100000101011011110	"
2020/5/20,KN5908,义乌,北京,"100110111001101001101101011000011110110001100101100110010010100011010011010101101111000010110111100101011001110011111110000001110110111011111000101100	"
2020/5/20,NS8016,银川,北京,"110100111000010001110010010110110000000000010110000111100000111000101001010111000000000110001011010100011011011011011001101111001000101010110101010011	"
2020/5/20,MF7182,银川,北京,"100100111110101001100010001000000101111110000001011001100100101011101001111000110011110001000000010101111010010111001100001110101001000001101101011101	"
2020/5/20,KN5652,榆林,北京,"101010110110100110100110000010000000110000010101110111111100110100001111100100001010110001001011101010000100011100110010111011010000010010000110001000	"
2020/5/20,MU9707,昭通,北京,"101000101110000110011101100111101001101110000101111011110111110111100001000100010101110111110101100100011001110001101100000110000111000001111100011011	"
2020/5/20,KN5832,珠海,北京,"100111011100100101001101011100100100111001000011110011010000001110000011000011000110000100010001000011111111001101100001010100110110111001100101100100	"
2020/5/20,CZ3733,珠海,北京,"110010000100101110010101010100111000100011000000000110010011111011101011000010101111100010101101110110101110000101100101010010100000011001100011001100	"
2020/5/20,NS8022,遵义(新舟),北京,"101111010011010001010110011101110011001111000101001111111101011011001011000011101101011110011010110101000111011111101100101100001110000001110111100000	"
2020/5/20,MF7188,遵义(新舟),北京,"110111000111001110010010001000111001111011010110101101000011010100100100101100111001000001110010001000010011101100101110111000110000111100011101101100	"
2020/5/20,CZ6114,北京,鞍山,"101100110110010000000001010001100101101110001110110110010001011000100111100000100011110111001011101100100001000101001001000111001101010011001010110101	"
2020/5/20,KN5517,北京,白城,"101010111101111000010001010010010111000011011001100000010000111001001000001001100110001010100100010000000010100000101110100001001000100100000101101111	"
2020/5/20,KN5209,北京,毕节,"110111011011011101000000110011111100100000010111100111100000100111001010111001111100011000101000001100001111110110100011101001111000100010000000101001	"
2020/5/20,MU5527,北京,重庆,"110001110111110010101010001111001110111100010011111110001000100111111111001100111110000001101000111010110110001001111011111011111000000111100000111101	"
2020/5/20,OQ2004,北京,重庆,"110010010100011000110011011010110010101110110001000011101100101011010101111011001010101111101100011001101010111110110011010010110000101101000101011110	"
2020/5/20,CZ2704,北京,重庆,"111101110101000010111100010100000001111100101010101101111000101100000110110000101001111100110011000011001010100101110011001110111011010011111101100111	"
2020/5/20,OQ2302,北京,重庆,"110010101001100010000010100011001000001101101110111001010101111010101000100110110101011011100101011011101111100110110110000010010001001100110100000111	"
2020/5/20,CZ2802,北京,重庆,"101001011011100001011001110011100110011010111110100110000110110001110001100100001011111010110011011100111111100110101101000101001010110011001101110110	"
2020/5/20,CZ8815,北京,重庆,"100011100100110100001011000100100000111110010000110100011000101010100011101000101010111100100110110111100101100111101110100100111111100110101011100101	"
2020/5/20,MF8455,北京,重庆,"101010100110011011000011111110011110101011010101011111011001001001011111010101010100111111100001010010101101101001011101000110100101101001101011001101	"
2020/5/20,CZ5802,北京,重庆,"111100010111000010110011100011101110011100010100110100001111100000100010001111111001101011101000010111101110100010111110011100011110001010011011111110	"
2020/5/20,MU5231,北京,成都,"111111101011000101110011000000000100010001100011011001111011011000010110001110011100111011100110111100010100111100011111100100111101001111111011111110001110110010100000101100010000111100001011101011010110011111010110111010110101000011010000	"
2020/5/20,KN5215,北京,成都,"100001001111011110010110101111011001011000100101000111001001111000110111000100110101101010110001100101100001110100001011000010010101010001010100011001	"
2020/5/20,KN5217,北京,成都,"101010001000011100100011101111111111110000001110010000101010001100000111110110010010011001110100100001101001001010111110000010000110000110100000100000	"
2020/5/20,KN5227,北京,成都,"110101000011000001010001001111000101100001111111010110011100011100101111001111011100000000110101111001000001001011110111100011010100000101001011011101	"
2020/5/20,KN5901,北京,池州,"110001100110111001110001110010011010101101110011101101000110000110000101000100111101101100000100011110111111010111001110110101101111101110001111010100	"
2020/5/20,KN2921,北京,赤峰,"100101011100101001010000010100001100010011000000110111001110010101011100011100001000001010010100101010000011101101000101100001111000101101010101011001	"
2020/5/20,NS8017,北京,长春,"100010001000100100100111000001010010011010100001000101101001110010111111111100110000101100110100011110101101000101000001101110000111111000000011101001	"
2020/5/20,KN5529,北京,长春,"111001000110010001101101110000101110101000001001110110011000101011101001110000101000100110101101011111011001011001001110110111110001110011000001010001	"
2020/5/20,MF7183,北京,长春,"111110001110100010001001100011001100100110110001101000000001001011110111111010010100100001010110110001110110000011001101110100001110100111011111101100	"
2020/5/20,MF8148,北京,长沙,"111101100000000111000000001110111010001101000001011111111000100000001001111011001101111011000101111100110111010001110101110001111010101110001011011111	"
2020/5/20,MF8192,北京,长沙,"100111110100100110001100101000011111001110101011110110110100100100001101101010111000101101000101111100100101101101101011110111011001110000011100101101	"
2020/5/20,CZ5081,北京,长沙,"110101011010010001100010010111101100100111101111101100110010111100101111000100010010100011000001100011001110111111011000101011001110101000110010010101	"
2020/5/20,CZ5061,北京,长沙,"100010100110111001001000001011010010111011010000010111110000100101010101010111101111111100011001000101011000000100110010011101011001110100011000000111	"
2020/5/20,CZ6122,北京,大连,"101100101010101001100011010100100010011011111101111111101111001110101010001100001000100011001011110011101101110111100100101101101011001000001011111001	"
2020/5/20,KN5217,北京,鄂尔多斯,"111001010011110101011110101011101110000001010001111011111111000000110111100110010100001011000111100100101110110100001100000101010101011010110111111110	"
2020/5/20,JD5211,北京,二连浩特,"100110000011011010011101100110011010010001010100001110001001001100000011111110110000110100000001110001100101001100101110000111111110011111110101001011	"
2020/5/20,KN5951,北京,佛山,"101100010101100110110010001110011110110001101100001100111010111110111101101111110111110100100011111101000111110111111000001110100011100100001101111011	"
2020/5/20,KN5775,北京,福州,"100011010110000001010000101010100101110111110010000000010101010010010000101111111001011011000000111000000010100010001111010110100100011110101011101100	"
2020/5/20,MF8120,北京,福州,"111010001011101001000101001100001111110010101111110000001001101101111110100100001010001111110000110011111110011010001011101001111000100101110100111001	"
2020/5/20,MF8116,北京,福州,"110101011010010101011010111101000011011001011000001101100011111001011110001111100010100110100111000110110010010011101100111000111101111110100100100010	"
2020/5/20,MF8108,北京,福州,"101011011111011100000110101011111001001111000011101010111110001001011110100010101111000011110011011000010101010111100001010110111101000101010000010010	"
2020/5/20,CZ5049,北京,福州,"101000100101101101010001101011001000010110011100111011111000011101101110101000000101010011010000001000110001110110000001101111000000000101100011110110	"
2020/5/20,CZ5043,北京,福州,"101010001011110110000110010111111000000101101100111110111110001001110101000011111110100100101001000001010010101010100011101011011001100110001000101000011101011000100111110000011010111110000110010001000110011000011110010110001101100100101011	"
2020/5/20,CZ5053,北京,福州,"101011110011011101000010010001100010000100011111101000010000101111100011000110111010111100101000010100111101010111010101000011111000011110000100101000	"
2020/5/20,MF8187,北京,广州,"111111100100111001000011100110000100101111000101110011101010010100000111001000010111001000000001011000001110101001100101110001010001001011111111100011	"
2020/5/20,MU9661,北京,广州,"101001011010110100011110110011010101001100010100111011010110000010100110111111010100001001110100011010101111011010010010000011100001010010111100010100	"
2020/5/20,KN5899,北京,广州,"100000000000101100110001100111000000111010010101010111010010000001110101100110011100111110110110110100011000001001101000110100000110001101110110110110	"
2020/5/20,CZ5023,北京,广州,"111000101101101110010101000010111111001011110110000010101111000110110110001010010011001101101101011000110110000110100001001111000000011111010111111001	"
2020/5/20,NS8039,北京,贵阳,"110100101100101111111001000111010010111000010100010111111100100000110001111001110010110000010101011100110111110100001100010100101110111110100011101010	"
2020/5/20,MF7205,北京,贵阳,"100010101011101111011000101100111100010011100101100011000011101100110110111000000001000011001100011101111000010000101010011000101101100001101110001001	"
2020/5/20,CZ6188,北京,贵阳,"111101011001110100001000100001110010111101100111000110010111100111110110111100010011110111010010100101001100110100110000101010010001010110000011101001	"
2020/5/20,NS8029,北京,桂林,"101110001111111110111101110011110010000100101000110010111110010100100110111011110111000011010111010101100100111110000000101101001000000100011100110010	"
2020/5/20,MF7195,北京,桂林,"101011101101011101000101000110110100010110101111101010001101101001111111010110111111011111101100000101010101100110101110000001101000101010111101100000	"
2020/5/20,KN5505,北京,哈尔滨,"101010011111101110101111011110111100010101110000100011010001010101001101111110110100111000101110111010110100001010101011101100111011010111011111011011	"
2020/5/20,JD5595,北京,海口,"101101001011101100010110100001100000100111010010110010010110111011000111101101110011010111101111010001011110010101010111110100101010111010111000111011	"
2020/5/20,CZ6366,北京,海口,"110100100011000110010000100010111001100000001110111101011000011111001000010100101101011011100101010101101010001001011011111100001100101010101100101100	"
2020/5/20,KN2975,北京,海拉尔,"110101011000011111100011010000110101111100101001110011111100100010011001111001000010000101111111100110010000110010000011111010110000011011011110100011	"
2020/5/20,KN5619,北京,汉中,"101001100101010101111001101110011010001100001011110001011010101101010111110110001110011001010100100110010101110011111010010010010010111000001011101101	"
2020/5/20,JD5351,北京,杭州,"110000001000001011010100001011000011001001000000101111111101110001010100100110100011110101100111110000001011101001011101000111001111010100011001110110	"
2020/5/20,MU5147,北京,杭州,"111101100011110100111110110001001011001011000110101110000001000000111011001001001011010111010110110111011010000111011011101011011110110111010101110110	"
2020/5/20,CZ6163,北京,杭州,"111000000011110111011100011011001111101001111100111101010101010111010110000101001000110110011101111001011100101111010010110111101001000100111101000011	"
2020/5/20,NS8019,北京,杭州,"110011010111110000011010000010111111010101100101111111100110111010011101111110111111101000111001001001100110001011001110100010011011101001011011001011	"
2020/5/20,MF8150,北京,杭州,"111111001111010111111101010101001001101010001011101010001000001110000111010101111110000010000100101000010110110000001000110110100000100111110101111101	"
